height,weight,label 
199,52,thin
142,65,fat
152,71,fat
196,94,normal
168,98,fat
192,50,thin
174,99,fat
149,71,fat
194,59,thin
138,43,normal
150,40,thin
182,69,normal
191,67,thin
190,43,thin
143,72,fat
182,76,normal
124,71,fat
168,81,fat
177,46,thin
180,52,thin
187,93,fat
122,57,fat
133,61,fat
126,76,fat
196,41,thin
137,71,fat
165,46,thin
153,50,normal
135,80,fat
139,61,fat
135,55,fat
124,98,fat
173,56,normal
130,97,fat
195,67,thin
133,53,fat
134,69,fat
192,76,normal
120,99,fat
147,52,normal
165,58,normal
129,84,fat
164,50,normal
158,98,fat
184,45,thin
153,63,fat
184,66,normal
160,46,thin
135,72,fat
200,51,thin
125,77,fat
173,82,fat
163,35,thin
135,46,fat
172,89,fat
157,56,normal
183,73,normal
188,70,normal
167,99,fat
169,51,thin
188,68,normal
140,97,fat
182,97,fat
162,48,thin
174,62,normal
146,72,fat
134,56,fat
165,80,fat
169,44,thin
148,62,fat
126,78,fat
142,72,fat
144,69,fat
155,40,thin
130,38,normal
160,48,normal
179,60,normal
180,84,fat
159,87,fat
149,97,fat
185,99,fat
144,51,normal
143,57,fat
179,71,normal
142,37,thin
149,82,fat
200,75,normal
190,88,normal
149,58,fat
124,82,fat
197,82,normal
187,69,normal
171,65,normal
168,97,fat
143,49,normal
138,40,normal
182,77,normal
190,89,normal
152,42,thin
144,84,fat
188,69,normal
142,38,normal
143,87,fat
182,63,normal
159,68,fat
148,74,fat
177,69,normal
155,74,fat
155,95,fat
153,45,normal
135,46,fat
129,83,fat
177,90,fat
132,81,fat
196,73,normal
196,97,fat
136,86,fat
131,45,fat
134,93,fat
153,84,fat
151,53,normal
124,87,fat
187,85,normal
152,73,fat
124,100,fat
197,75,normal
125,35,normal
184,95,fat
185,86,fat
141,71,fat
149,58,fat
132,97,fat
161,78,fat
194,52,thin
136,41,normal
124,93,fat
130,98,fat
143,62,fat
190,39,thin
173,86,fat
139,80,fat
191,51,thin
191,82,normal
131,74,fat
194,45,thin
155,100,fat
195,92,normal
123,63,fat
150,64,fat
127,88,fat
135,55,fat
139,84,fat
164,100,fat
130,93,fat
176,53,thin
156,65,fat
174,36,thin
133,49,fat
159,39,thin
155,70,fat
182,98,fat
141,53,fat
165,94,fat
159,63,normal
133,77,fat
164,85,fat
180,56,thin
134,73,fat
161,72,fat
194,74,normal
150,75,fat
187,57,thin
123,39,fat
135,45,normal
153,51,normal
162,93,fat
178,56,thin
192,92,normal
193,45,thin
187,96,fat
131,71,fat
166,40,thin
122,87,fat
139,38,normal
124,65,fat
129,42,fat
134,96,fat
194,69,thin
199,70,thin
150,75,fat
176,68,normal
130,70,fat
164,60,normal
150,82,fat
121,73,fat
141,35,thin
126,86,fat
146,42,normal
177,67,normal
151,91,fat
163,73,fat
139,69,fat
190,86,normal
155,91,fat
163,53,normal
127,97,fat
179,61,normal
175,69,normal
165,89,fat
197,64,thin
132,86,fat
190,84,normal
127,51,fat
192,83,normal
132,40,normal
185,43,thin
173,79,fat
191,49,thin
182,76,normal
131,35,normal
178,57,thin
141,95,fat
196,56,thin
177,71,normal
122,37,normal
129,92,fat
166,96,fat
129,83,fat
161,91,fat
185,79,normal
193,99,fat
127,49,fat
156,99,fat
168,43,thin
131,83,fat
196,43,thin
197,40,thin
154,65,fat
123,55,fat
194,79,normal
136,47,fat
196,57,thin
183,69,normal
147,42,normal
155,44,thin
168,37,thin
172,84,fat
181,85,fat
167,38,thin
156,79,fat
183,83,normal
186,59,thin
196,47,thin
147,74,fat
160,93,fat
153,96,fat
189,99,fat
182,90,fat
139,67,fat
162,94,fat
151,47,normal
173,50,thin
168,89,fat
192,67,thin
177,67,normal
198,80,normal
172,80,fat
165,44,thin
141,40,normal
166,94,fat
153,86,fat
147,46,normal
171,45,thin
164,87,fat
167,84,fat
171,54,thin
194,80,normal
129,71,fat
195,73,normal
183,72,normal
188,92,fat
123,97,fat
156,58,normal
173,37,thin
126,56,fat
179,76,normal
186,100,fat
137,62,fat
152,92,fat
195,57,thin
158,48,normal
125,51,fat
123,43,fat
135,42,normal
177,95,fat
165,57,normal
189,82,normal
139,52,fat
143,100,fat
123,35,normal
182,94,fat
168,100,fat
159,95,fat
161,84,fat
173,88,fat
193,61,thin
163,43,thin
188,36,thin
186,78,normal
133,70,fat
165,42,thin
145,66,fat
127,84,fat
122,41,fat
156,90,fat
120,46,fat
177,96,fat
152,71,fat
171,56,normal
184,91,fat
188,66,normal
173,61,normal
129,88,fat
164,75,fat
167,50,thin
138,64,fat
169,59,normal
123,49,fat
130,74,fat
170,87,fat
139,39,normal
186,39,thin
164,91,fat
195,46,thin
142,75,fat
126,96,fat
195,58,thin
152,82,fat
166,61,normal
185,78,normal
166,74,fat
150,99,fat
153,92,fat
175,42,thin
193,65,thin
147,83,fat
180,93,fat
124,86,fat
136,86,fat
172,65,normal
162,50,normal
133,81,fat
121,82,fat
152,84,fat
153,60,fat
168,41,thin
167,51,thin
162,71,fat
133,78,fat
160,88,fat
148,48,normal
147,60,fat
170,49,thin
151,58,fat
180,100,fat
166,82,fat
182,49,thin
137,62,fat
125,36,normal
147,88,fat
174,52,thin
154,70,fat
143,65,fat
169,54,normal
147,94,fat
158,45,thin
190,72,normal
170,100,fat
165,94,fat
141,64,fat
126,81,fat
199,65,thin
199,57,thin
165,87,fat
134,99,fat
138,81,fat
134,35,normal
167,51,thin
200,51,thin
169,68,normal
148,44,normal
171,77,fat
131,45,fat
199,76,normal
176,99,fat
128,40,normal
133,89,fat
156,99,fat
166,86,fat
128,81,fat
197,96,normal
121,80,fat
128,63,fat
167,45,thin
143,83,fat
143,37,thin
131,40,normal
148,47,normal
197,76,normal
188,49,thin
149,85,fat
157,71,fat
130,70,fat
179,56,thin
179,44,thin
188,81,normal
187,47,thin
151,95,fat
177,75,normal
132,50,fat
150,56,normal
128,80,fat
134,51,fat
193,92,normal
159,95,fat
126,49,fat
198,58,thin
156,78,fat
188,54,thin
157,60,normal
199,41,thin
144,59,fat
197,85,normal
132,64,fat
136,72,fat
127,44,fat
148,64,fat
157,56,normal
136,37,normal
189,52,thin
145,76,fat
190,64,thin
187,62,thin
159,88,fat
147,44,normal
193,40,thin
159,55,normal
173,75,fat
140,45,normal
198,77,normal
164,85,fat
121,74,fat
156,72,fat
134,98,fat
177,46,thin
162,69,fat
163,36,thin
128,81,fat
181,61,normal
194,82,normal
171,46,thin
167,44,thin
174,58,normal
142,50,normal
120,46,fat
155,98,fat
191,56,thin
159,40,thin
140,92,fat
137,63,fat
123,38,fat
194,81,normal
196,93,normal
196,91,normal
176,46,thin
170,35,thin
128,50,fat
182,42,thin
167,63,normal
168,41,thin
183,70,normal
163,84,fat
155,100,fat
135,37,normal
195,35,thin
189,99,fat
156,35,thin
148,57,fat
139,62,fat
190,92,fat
167,63,normal
135,37,normal
170,63,normal
142,85,fat
151,60,fat
163,100,fat
146,95,fat
185,68,normal
162,50,normal
161,87,fat
158,73,fat
194,38,thin
122,75,fat
122,43,fat
170,98,fat
186,94,fat
150,35,thin
140,55,fat
153,54,normal
198,71,thin
159,57,normal
164,45,thin
164,67,normal
185,55,thin
125,52,fat
169,76,fat
173,96,fat
133,43,normal
131,48,fat
137,50,fat
172,67,normal
141,67,fat
140,73,fat
196,80,normal
172,86,fat
200,82,normal
125,92,fat
120,43,fat
182,87,fat
188,52,thin
154,67,fat
175,69,normal
140,76,fat
186,97,fat
137,44,normal
144,85,fat
167,66,normal
180,85,fat
122,87,fat
146,62,fat
185,80,normal
156,40,thin
125,81,fat
193,62,thin
164,85,fat
156,81,fat
174,46,thin
166,42,thin
158,99,fat
121,44,fat
172,44,thin
152,50,normal
182,51,thin
137,80,fat
177,88,fat
120,69,fat
156,53,normal
122,55,fat
133,44,normal
172,71,normal
149,59,fat
158,57,normal
136,61,fat
169,39,thin
157,82,fat
191,42,thin
190,36,thin
197,67,thin
200,96,normal
172,98,fat
159,80,fat
156,77,fat
120,79,fat
177,99,fat
149,89,fat
141,47,normal
156,42,thin
157,86,fat
137,74,fat
189,70,normal
121,82,fat
146,35,thin
168,85,fat
175,57,normal
130,51,fat
154,68,fat
189,65,thin
150,80,fat
135,41,normal
143,77,fat
181,43,thin
132,74,fat
167,75,fat
193,55,thin
141,41,normal
196,92,normal
192,76,normal
196,75,normal
155,65,fat
129,88,fat
141,81,fat
166,77,fat
180,40,thin
137,94,fat
154,93,fat
131,72,fat
123,58,fat
140,36,thin
181,78,normal
175,64,normal
125,50,fat
145,84,fat
123,72,fat
129,50,fat
168,93,fat
136,45,normal
149,87,fat
193,97,fat
124,43,fat
159,92,fat
130,100,fat
197,74,normal
163,80,fat
191,97,fat
187,63,thin
127,35,normal
187,78,normal
135,76,fat
166,88,fat
184,61,thin
185,80,normal
136,94,fat
141,52,fat
120,63,fat
195,39,thin
187,76,normal
188,67,normal
160,81,fat
127,51,fat
125,98,fat
175,98,fat
177,39,thin
141,95,fat
130,46,fat
178,60,normal
182,49,thin
188,87,normal
186,49,thin
163,57,normal
140,68,fat
164,54,normal
162,93,fat
127,68,fat
162,46,thin
179,48,thin
128,45,fat
149,70,fat
185,42,thin
141,72,fat
194,48,thin
143,71,fat
160,88,fat
180,57,thin
173,70,normal
155,61,fat
193,61,thin
139,46,normal
160,79,fat
146,68,fat
180,78,normal
148,80,fat
124,51,fat
161,83,fat
144,40,normal
188,58,thin
125,81,fat
174,62,normal
154,76,fat
128,85,fat
199,94,normal
191,38,thin
164,66,normal
182,76,normal
153,77,fat
158,69,fat
196,61,thin
190,71,normal
188,36,thin
151,58,fat
162,68,fat
164,37,thin
199,47,thin
184,77,normal
129,70,fat
133,79,fat
189,86,normal
157,93,fat
193,64,thin
129,35,normal
122,62,fat
174,78,fat
197,35,thin
167,64,normal
195,74,normal
162,83,fat
162,42,thin
121,58,fat
181,86,fat
156,73,fat
145,92,fat
183,42,thin
122,71,fat
153,63,fat
188,72,normal
192,78,normal
137,90,fat
158,53,normal
186,85,normal
148,46,normal
151,94,fat
154,89,fat
145,78,fat
135,88,fat
148,51,normal
161,75,fat
149,47,normal
162,82,fat
155,39,thin
176,56,thin
179,37,thin
133,39,normal
138,40,normal
122,92,fat
158,50,normal
128,79,fat
156,40,thin
143,73,fat
180,40,thin
157,90,fat
148,54,normal
151,42,thin
130,46,fat
158,81,fat
156,67,fat
127,58,fat
182,49,thin
141,82,fat
138,69,fat
140,45,normal
156,36,thin
124,94,fat
156,80,fat
163,97,fat
142,38,normal
185,53,thin
140,82,fat
145,71,fat
131,42,normal
162,91,fat
162,89,fat
163,88,fat
146,65,fat
152,47,normal
197,73,normal
181,68,normal
128,71,fat
172,57,normal
128,92,fat
132,56,fat
199,93,normal
194,44,thin
145,67,fat
194,91,normal
152,92,fat
177,58,normal
142,71,fat
136,67,fat
134,93,fat
127,63,fat
153,50,normal
187,85,normal
125,71,fat
181,56,thin
181,98,fat
162,90,fat
182,93,fat
166,88,fat
176,79,fat
179,99,fat
156,99,fat
192,92,normal
133,73,fat
193,89,normal
123,47,fat
171,92,fat
146,55,fat
186,57,thin
159,49,normal
149,78,fat
138,40,normal
141,90,fat
183,91,fat
171,68,normal
136,66,fat
172,37,thin
147,44,normal
155,64,fat
120,35,normal
192,85,normal
175,58,normal
199,70,thin
123,89,fat
134,44,normal
158,98,fat
120,40,fat
164,65,normal
179,87,fat
146,91,fat
199,61,thin
128,97,fat
157,60,normal
140,65,fat
165,97,fat
155,36,thin
141,75,fat
130,75,fat
120,66,fat
177,74,normal
147,70,fat
122,73,fat
135,89,fat
142,81,fat
174,67,normal
175,91,fat
193,87,normal
183,49,thin
145,85,fat
152,39,thin
145,35,thin
153,44,normal
167,40,thin
124,74,fat
124,95,fat
136,70,fat
175,80,fat
164,36,thin
175,36,thin
162,40,thin
164,60,normal
166,82,fat
156,63,fat
195,37,thin
172,66,normal
182,82,normal
167,97,fat
169,65,normal
126,63,fat
130,53,fat
154,95,fat
165,82,fat
163,58,normal
168,99,fat
140,59,fat
172,57,normal
123,52,fat
173,49,thin
143,56,fat
148,93,fat
138,75,fat
149,95,fat
134,49,fat
173,47,thin
191,43,thin
149,41,thin
178,58,thin
183,50,thin
154,86,fat
177,35,thin
195,66,thin
166,59,normal
170,49,thin
135,76,fat
168,89,fat
142,62,fat
158,76,fat
166,51,normal
162,94,fat
171,73,normal
200,93,normal
176,98,fat
164,70,fat
138,72,fat
147,84,fat
163,37,thin
127,98,fat
196,75,normal
135,52,fat
175,91,fat
166,79,fat
170,79,fat
150,80,fat
199,40,thin
170,46,thin
124,45,fat
136,37,normal
162,52,normal
133,47,fat
200,62,thin
174,49,thin
188,39,thin
183,51,thin
195,82,normal
155,96,fat
128,83,fat
158,72,fat
159,66,fat
159,39,thin
155,79,fat
193,66,thin
139,54,fat
195,90,normal
180,94,fat
123,84,fat
120,77,fat
168,35,thin
125,41,fat
187,36,thin
190,100,fat
155,97,fat
162,44,thin
127,75,fat
144,93,fat
167,87,fat
166,49,thin
143,90,fat
159,53,normal
187,97,fat
164,46,thin
132,66,fat
190,58,thin
179,79,normal
193,91,normal
194,65,thin
121,61,fat
131,89,fat
124,56,fat
170,45,thin
182,37,thin
196,50,thin
158,58,normal
195,88,normal
139,49,fat
144,68,fat
190,50,thin
162,63,normal
193,83,normal
123,91,fat
161,70,fat
168,85,fat
135,35,normal
177,76,normal
127,79,fat
130,90,fat
130,39,normal
152,40,thin
195,48,thin
168,60,normal
131,79,fat
191,69,normal
140,65,fat
149,69,fat
144,56,fat
124,38,normal
155,48,normal
133,79,fat
165,91,fat
132,75,fat
190,43,thin
120,84,fat
166,77,fat
150,95,fat
192,85,normal
142,66,fat
166,60,normal
126,90,fat
133,56,fat
149,61,fat
195,46,thin
174,90,fat
169,72,fat
185,41,thin
158,39,thin
197,82,normal
139,60,fat
175,78,fat
170,46,thin
177,58,normal
144,81,fat
144,70,fat
165,53,normal
124,55,fat
120,81,fat
191,97,fat
131,75,fat
195,73,normal
130,65,fat
193,65,thin
189,97,fat
138,63,fat
123,64,fat
136,67,fat
190,48,thin
139,44,normal
127,79,fat
199,45,thin
122,46,fat
185,93,fat
179,79,normal
131,73,fat
129,83,fat
198,39,thin
120,72,fat
155,75,fat
138,56,fat
189,83,normal
199,49,thin
159,40,thin
142,97,fat
168,64,normal
200,66,thin
157,66,fat
140,87,fat
191,58,thin
189,54,thin
178,35,thin
176,65,normal
150,47,normal
131,59,fat
139,79,fat
135,94,fat
129,49,fat
150,51,normal
122,88,fat
155,65,fat
187,99,fat
161,72,fat
139,69,fat
162,39,thin
144,90,fat
167,96,fat
143,60,fat
165,73,fat
151,37,thin
191,98,fat
154,52,normal
198,56,thin
170,76,fat
167,91,fat
131,68,fat
141,66,fat
154,93,fat
143,54,fat
154,42,thin
158,60,normal
189,77,normal
192,98,fat
170,48,thin
152,55,normal
190,55,thin
121,99,fat
125,66,fat
124,53,fat
151,68,fat
139,83,fat
188,89,fat
142,94,fat
152,74,fat
186,47,thin
180,84,fat
196,90,normal
120,96,fat
200,56,thin
170,80,fat
135,66,fat
143,40,normal
157,66,fat
200,38,thin
139,100,fat
162,64,normal
168,82,fat
127,46,fat
157,79,fat
136,65,fat
198,63,thin
161,87,fat
166,43,thin
148,44,normal
165,47,thin
136,69,fat
128,87,fat
130,100,fat
172,54,thin
193,81,normal
139,91,fat
162,47,thin
156,39,thin
197,86,normal
160,56,normal
164,55,normal
170,37,thin
165,37,thin
179,76,normal
142,71,fat
170,100,fat
168,80,fat
153,69,fat
169,79,fat
190,68,normal
181,61,normal
132,92,fat
133,81,fat
186,80,normal
133,35,normal
183,43,thin
129,97,fat
168,47,thin
120,50,fat
175,58,normal
156,67,fat
138,44,normal
184,45,thin
175,64,normal
189,95,fat
193,71,normal
194,48,thin
155,76,fat
160,60,normal
187,66,normal
176,89,fat
127,46,fat
137,92,fat
192,65,thin
133,71,fat
182,44,thin
186,62,thin
183,62,normal
123,64,fat
191,88,normal
140,81,fat
175,43,thin
138,35,thin
131,85,fat
191,43,thin
170,61,normal
147,56,fat
172,45,thin
134,58,fat
155,86,fat
154,49,normal
186,66,normal
173,59,normal
192,46,thin
163,64,normal
162,93,fat
187,73,normal
172,55,normal
193,84,normal
137,41,normal
122,90,fat
122,88,fat
174,98,fat
130,97,fat
169,73,fat
194,92,normal
185,56,thin
124,46,fat
142,80,fat
197,72,normal
131,73,fat
150,100,fat
147,35,thin
124,57,fat
160,84,fat
126,78,fat
136,46,normal
185,37,thin
180,47,thin
139,57,fat
164,89,fat
155,52,normal
141,99,fat
126,85,fat
139,46,normal
130,36,normal
123,85,fat
166,57,normal
186,52,thin
186,57,thin
163,60,normal
139,84,fat
140,39,normal
138,92,fat
200,60,thin
198,69,thin
152,77,fat
135,52,fat
193,98,fat
123,54,fat
164,52,normal
124,56,fat
168,45,thin
169,94,fat
184,68,normal
142,56,fat
151,52,normal
127,40,normal
158,95,fat
196,68,thin
185,45,thin
135,54,fat
192,65,thin
161,65,fat
158,66,fat
158,98,fat
150,55,normal
129,60,fat
173,95,fat
158,48,normal
128,71,fat
122,49,fat
190,56,thin
129,41,normal
195,79,normal
137,85,fat
137,85,fat
180,100,fat
200,73,thin
127,80,fat
121,60,fat
190,65,thin
134,81,fat
143,88,fat
152,98,fat
171,79,fat
131,83,fat
176,97,fat
151,79,fat
123,64,fat
137,79,fat
170,93,fat
131,85,fat
188,49,thin
161,92,fat
161,50,normal
169,53,normal
166,55,normal
128,69,fat
164,84,fat
139,90,fat
166,57,normal
134,45,fat
169,84,fat
150,91,fat
161,80,fat
162,47,thin
140,64,fat
120,56,fat
150,44,normal
155,69,fat
135,100,fat
153,93,fat
165,76,fat
160,100,fat
169,55,normal
149,57,fat
148,41,normal
165,77,fat
141,81,fat
183,48,thin
151,100,fat
120,86,fat
139,100,fat
134,36,normal
156,83,fat
194,39,thin
185,99,fat
141,78,fat
139,56,fat
142,97,fat
126,44,fat
173,86,fat
173,42,thin
160,76,fat
198,35,thin
129,88,fat
171,99,fat
162,78,fat
196,86,normal
147,38,thin
138,90,fat
151,97,fat
197,72,normal
126,47,fat
169,86,fat
133,49,fat
120,68,fat
169,87,fat
127,65,fat
155,70,fat
128,84,fat
127,75,fat
132,66,fat
121,64,fat
199,50,thin
197,49,thin
156,60,normal
144,65,fat
178,99,fat
197,70,thin
197,60,thin
130,99,fat
158,77,fat
184,87,fat
188,52,thin
167,49,thin
130,41,normal
136,97,fat
125,81,fat
131,47,fat
136,81,fat
183,83,normal
185,47,thin
136,43,normal
172,85,fat
155,72,fat
138,59,fat
122,59,fat
133,51,fat
127,77,fat
175,37,thin
180,86,fat
180,75,normal
192,80,normal
167,36,thin
124,71,fat
191,42,thin
167,48,thin
129,74,fat
180,96,fat
134,76,fat
179,73,normal
166,76,fat
181,87,fat
177,50,thin
130,73,fat
122,82,fat
191,41,thin
129,95,fat
153,72,fat
138,76,fat
159,39,thin
163,99,fat
188,67,normal
130,54,fat
191,57,thin
146,37,thin
135,46,fat
124,85,fat
125,87,fat
160,50,normal
162,100,fat
129,71,fat
189,83,normal
120,77,fat
157,53,normal
165,52,normal
144,57,fat
136,63,fat
147,58,fat
162,82,fat
182,69,normal
152,86,fat
151,81,fat
163,86,fat
162,84,fat
139,63,fat
177,93,fat
134,51,fat
128,52,fat
157,58,normal
153,44,normal
141,48,normal
153,35,thin
120,53,fat
165,51,normal
165,94,fat
133,99,fat
158,61,normal
187,42,thin
149,78,fat
156,66,fat
200,77,normal
157,58,normal
168,53,normal
189,52,thin
126,83,fat
179,96,fat
152,46,normal
134,74,fat
167,61,normal
189,87,normal
156,86,fat
194,96,fat
139,41,normal
171,56,normal
134,38,normal
158,77,fat
120,37,fat
144,39,normal
166,51,normal
184,95,fat
166,48,thin
163,99,fat
135,90,fat
163,39,thin
137,39,normal
154,52,normal
177,63,normal
188,52,thin
165,69,fat
123,37,normal
163,63,normal
169,79,fat
154,62,fat
143,70,fat
121,96,fat
144,59,fat
120,77,fat
187,41,thin
131,65,fat
131,88,fat
134,55,fat
182,51,thin
128,66,fat
154,38,thin
154,92,fat
146,40,normal
151,55,normal
169,69,normal
160,85,fat
200,38,thin
166,59,normal
120,74,fat
171,82,fat
190,94,fat
127,86,fat
127,57,fat
169,38,thin
142,36,thin
149,100,fat
142,98,fat
141,40,normal
159,100,fat
143,72,fat
125,71,fat
185,60,thin
193,64,thin
192,39,thin
122,58,fat
165,66,normal
200,100,fat
121,54,fat
180,85,fat
163,78,fat
135,91,fat
154,79,fat
179,87,fat
126,60,fat
127,52,fat
187,88,fat
184,61,thin
143,88,fat
179,89,fat
187,41,thin
163,76,fat
134,82,fat
183,78,normal
198,55,thin
175,68,normal
191,53,thin
127,58,fat
196,100,fat
193,88,normal
137,89,fat
154,60,fat
153,94,fat
182,36,thin
178,68,normal
147,99,fat
168,59,normal
198,43,thin
137,77,fat
172,37,thin
126,87,fat
146,89,fat
137,62,fat
152,73,fat
177,91,fat
135,92,fat
190,52,thin
149,40,thin
140,47,normal
143,74,fat
148,70,fat
164,38,thin
160,52,normal
173,64,normal
144,57,fat
134,72,fat
122,66,fat
130,67,fat
138,47,normal
177,76,normal
152,74,fat
122,60,fat
199,77,normal
140,99,fat
129,86,fat
138,58,fat
136,77,fat
178,85,fat
200,42,thin
181,62,normal
191,78,normal
122,50,fat
149,87,fat
199,35,thin
146,46,normal
167,55,normal
166,61,normal
130,98,fat
200,97,normal
133,76,fat
147,77,fat
138,46,normal
134,55,fat
153,61,fat
130,67,fat
192,100,fat
151,81,fat
140,92,fat
173,58,normal
142,70,fat
183,75,normal
179,74,normal
126,85,fat
135,79,fat
134,35,normal
126,79,fat
187,91,fat
125,93,fat
149,88,fat
132,56,fat
191,51,thin
197,70,thin
186,46,thin
174,90,fat
190,82,normal
172,49,thin
134,93,fat
149,68,fat
125,87,fat
179,82,fat
128,89,fat
185,60,thin
128,39,normal
123,43,fat
175,38,thin
141,75,fat
171,73,normal
150,35,thin
147,95,fat
168,71,fat
140,62,fat
197,71,thin
170,69,normal
163,52,normal
176,37,thin
137,64,fat
122,66,fat
129,93,fat
166,54,normal
137,96,fat
173,70,normal
160,44,thin
185,43,thin
172,51,thin
188,87,normal
195,42,thin
155,75,fat
185,98,fat
184,63,normal
153,48,normal
192,87,normal
175,66,normal
166,53,normal
153,93,fat
133,79,fat
134,76,fat
133,67,fat
158,48,normal
122,64,fat
168,43,thin
149,80,fat
182,46,thin
128,88,fat
187,57,thin
188,52,thin
146,67,fat
173,85,fat
148,64,fat
163,95,fat
189,51,thin
164,40,thin
138,72,fat
187,53,thin
158,65,fat
151,84,fat
134,39,normal
145,100,fat
180,90,fat
127,100,fat
170,86,fat
132,89,fat
152,61,fat
191,52,thin
121,74,fat
138,70,fat
175,91,fat
150,91,fat
142,62,fat
120,61,fat
138,100,fat
169,38,thin
167,70,fat
127,60,fat
181,58,thin
124,85,fat
187,62,thin
141,83,fat
178,72,normal
178,83,fat
122,83,fat
170,82,fat
126,63,fat
136,90,fat
163,90,fat
157,37,thin
159,100,fat
155,79,fat
125,60,fat
172,41,thin
162,56,normal
169,81,fat
150,98,fat
181,90,fat
182,48,thin
152,47,normal
194,95,fat
123,94,fat
171,92,fat
191,88,normal
161,72,fat
147,41,normal
155,67,fat
152,92,fat
174,66,normal
167,88,fat
197,99,fat
148,83,fat
187,93,fat
179,95,fat
183,55,thin
199,91,normal
143,43,normal
121,84,fat
169,52,thin
149,95,fat
190,80,normal
173,66,normal
152,85,fat
169,35,thin
137,57,fat
190,97,fat
130,74,fat
170,68,normal
157,57,normal
164,64,normal
138,39,normal
139,48,normal
175,66,normal
189,73,normal
151,56,normal
161,100,fat
173,85,fat
124,47,fat
192,90,normal
148,90,fat
136,39,normal
199,69,thin
163,82,fat
122,65,fat
124,71,fat
153,72,fat
171,70,normal
162,83,fat
163,70,fat
120,36,fat
182,94,fat
135,44,normal
166,85,fat
139,93,fat
157,35,thin
174,79,fat
135,49,fat
170,87,fat
190,49,thin
163,35,thin
136,65,fat
200,60,thin
183,60,thin
176,81,fat
187,37,thin
146,41,normal
126,70,fat
197,65,thin
165,90,fat
122,64,fat
174,94,fat
173,62,normal
179,75,normal
131,100,fat
194,71,normal
195,41,thin
127,35,normal
139,69,fat
199,84,normal
140,80,fat
172,42,thin
196,46,thin
167,44,thin
168,38,thin
177,90,fat
180,74,normal
128,54,fat
180,98,fat
167,46,thin
167,45,thin
123,39,fat
184,76,normal
172,50,thin
139,74,fat
166,67,normal
151,53,normal
150,43,normal
131,74,fat
183,47,thin
172,39,thin
176,51,thin
196,87,normal
144,47,normal
189,63,thin
170,94,fat
147,45,normal
126,74,fat
149,95,fat
154,75,fat
151,87,fat
142,96,fat
137,97,fat
135,74,fat
182,68,normal
168,87,fat
127,73,fat
151,59,fat
132,91,fat
170,85,fat
147,74,fat
157,45,thin
161,44,thin
196,96,normal
179,47,thin
181,62,normal
133,86,fat
121,98,fat
136,58,fat
121,50,fat
139,51,fat
192,97,fat
127,91,fat
134,45,fat
198,69,thin
133,92,fat
134,91,fat
171,57,normal
141,95,fat
167,53,normal
182,72,normal
138,86,fat
148,37,thin
152,92,fat
176,58,normal
178,73,normal
181,48,thin
126,91,fat
130,65,fat
122,41,fat
135,84,fat
142,47,normal
178,77,normal
152,90,fat
138,79,fat
150,51,normal
132,47,fat
177,76,normal
137,75,fat
148,76,fat
185,54,thin
174,82,fat
136,75,fat
145,56,fat
136,63,fat
161,50,normal
190,71,normal
178,62,normal
133,64,fat
150,79,fat
187,77,normal
196,96,normal
155,62,fat
175,76,normal
155,39,thin
187,80,normal
199,98,normal
161,63,normal
135,53,fat
199,58,thin
182,93,fat
136,52,fat
186,57,thin
161,73,fat
173,95,fat
175,45,thin
164,76,fat
166,85,fat
196,78,normal
130,87,fat
161,85,fat
155,85,fat
195,44,thin
163,58,normal
145,79,fat
149,99,fat
157,83,fat
167,88,fat
135,98,fat
155,46,normal
131,54,fat
140,52,fat
132,49,fat
121,72,fat
198,73,normal
155,68,fat
164,52,normal
194,46,thin
197,41,thin
137,72,fat
155,81,fat
145,62,fat
132,97,fat
180,98,fat
149,79,fat
170,59,normal
133,84,fat
158,83,fat
163,64,normal
186,78,normal
124,100,fat
182,73,normal
127,92,fat
159,53,normal
178,88,fat
137,47,fat
129,44,fat
150,38,thin
175,95,fat
141,65,fat
120,88,fat
164,48,thin
191,40,thin
121,95,fat
140,79,fat
152,91,fat
188,98,fat
153,52,normal
181,61,normal
128,81,fat
126,86,fat
131,52,fat
148,58,fat
170,95,fat
140,62,fat
165,71,fat
163,39,thin
124,95,fat
140,91,fat
134,38,normal
153,54,normal
193,86,normal
145,94,fat
174,36,thin
169,57,normal
147,81,fat
171,56,normal
185,99,fat
137,44,normal
145,56,fat
171,67,normal
144,85,fat
137,47,fat
163,49,thin
160,75,fat
121,42,fat
135,68,fat
184,70,normal
154,43,thin
165,85,fat
146,46,normal
146,41,normal
175,95,fat
200,70,thin
158,66,fat
163,58,normal
200,44,thin
177,79,fat
192,50,thin
184,96,fat
183,57,thin
125,41,fat
131,43,fat
160,77,fat
158,97,fat
127,41,fat
179,82,fat
141,80,fat
176,96,fat
153,62,fat
183,89,fat
162,39,thin
181,84,fat
182,52,thin
189,86,normal
164,45,thin
165,95,fat
133,92,fat
160,98,fat
165,86,fat
139,37,normal
130,56,fat
150,84,fat
148,89,fat
197,53,thin
174,48,thin
126,60,fat
127,68,fat
184,58,thin
180,68,normal
137,84,fat
160,37,thin
154,96,fat
193,71,normal
135,100,fat
138,79,fat
177,46,thin
187,87,normal
175,38,thin
195,54,thin
168,70,normal
146,78,fat
196,55,thin
138,100,fat
125,51,fat
161,95,fat
154,35,thin
128,99,fat
176,53,thin
186,36,thin
155,44,thin
